,TransactionAmt,TransactionDT,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,dist1,P_emaildomain,R_emaildomain,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,D1,D2,D3,D4,D5,D10,D11,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V307,V308,V309,V310
1513,70.0,134767,H,16326,321.0,150.0,visa,226.0,credit,204.0,87.0,,yahoo.com,anonymous.com,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180,100.0,125914,W,6170,174.0,150.0,visa,226.0,debit,315.0,87.0,,,,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,25.0,3.0,196.0,196.0,42.0,,,477.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
4801,87.0,169558,W,7508,321.0,150.0,visa,226.0,debit,420.0,87.0,,gmail.com,,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,5.0,2.0,59.0,59.0,13.0,,,272.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,87.0,0.0,0.0,87.0
5606,907.95,178744,W,13249,111.0,150.0,visa,226.0,debit,264.0,87.0,,gmail.com,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,64.0,64.0,63.0,,,63.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
6826,390.0,231204,W,12501,490.0,150.0,visa,226.0,debit,204.0,87.0,,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
5635,200.0,179206,W,10023,111.0,150.0,visa,226.0,debit,325.0,87.0,,gmail.com,,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,1.0,484.0,484.0,42.0,,,233.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
6621,77.0,227483,W,7919,194.0,150.0,mastercard,202.0,debit,472.0,87.0,19.0,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
4395,200.0,165219,W,5789,555.0,150.0,visa,226.0,debit,272.0,87.0,1938.0,att.net,,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,1.0,64.0,64.0,4.0,64.0,4.0,60.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,359.0,50.0,0.0,309.0
8080,25.0,247634,H,15063,514.0,150.0,visa,226.0,credit,469.0,87.0,,comcast.net,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2392,57.95,145670,W,17188,321.0,150.0,visa,226.0,debit,264.0,87.0,547.0,gmail.com,,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,16.0,3.0,144.0,144.0,30.0,409.0,30.0,409.0,396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
3187,160.0,153175,W,7919,194.0,150.0,mastercard,166.0,debit,264.0,87.0,,yahoo.com,,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,91.0,91.0,91.0,125.0,7.0,125.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
5851,25.0,183585,H,6019,583.0,150.0,visa,226.0,credit,225.0,87.0,,aol.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8181,50.0,249071,H,12544,321.0,150.0,visa,226.0,debit,337.0,87.0,,anonymous.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7058,21.147,234454,C,11201,103.0,185.0,visa,226.0,debit,,,,gmail.com,gmail.com,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2025,209.95,141690,W,4067,199.0,150.0,mastercard,224.0,debit,325.0,87.0,29.0,,,14.0,10.0,0.0,0.0,16.0,6.0,0.0,0.0,11.0,0.0,9.0,0.0,98.0,14.0,456.0,456.0,0.0,,,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,180.0,180.0,180.0,180.0
8360,117.0,251919,W,7919,194.0,150.0,mastercard,166.0,debit,325.0,87.0,1.0,yahoo.com,,3.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,15.0,3.0,143.0,143.0,13.0,144.0,13.0,144.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,75.0,0.0,0.0,75.0
7911,31.479,245644,C,6751,289.0,185.0,visa,138.0,debit,,,,anonymous.com,anonymous.com,2.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,31.479400634765625,31.479400634765625,0.0,0.0
782,58.95,102219,W,9992,455.0,150.0,mastercard,166.0,debit,123.0,87.0,,,,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,3.0,63.0,63.0,30.0,,,82.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
3105,159.95,152407,W,10616,583.0,150.0,visa,226.0,credit,441.0,87.0,,yahoo.com,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2498,100.0,146613,S,14479,387.0,150.0,visa,226.0,credit,428.0,87.0,,,outlook.com,3.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,1.0,589.0,589.0,,,,,,300.0,300.0,0.0,0.0,0.0,200.0,200.0,200.0,100.0,100.0,100.0,0.0,600.0,600.0,0.0,0.0
1208,243.0,127653,W,4571,584.0,150.0,mastercard,117.0,debit,325.0,87.0,5.0,yahoo.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
9896,45.0,309916,W,18132,567.0,150.0,mastercard,117.0,debit,476.0,87.0,,yahoo.com,,2.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,26.0,1.0,114.0,114.0,1.0,,,87.0,,445.0,445.0,0.0,40.0,40.0,145.0,405.0,405.0,0.0,0.0,0.0,,2590.0,1670.0,0.0,345.0
2592,44.5,147573,W,13780,298.0,150.0,visa,226.0,debit,441.0,87.0,,gmail.com,,112.0,87.0,0.0,0.0,105.0,71.0,0.0,0.0,70.0,0.0,72.0,0.0,451.0,95.0,389.0,389.0,17.0,406.0,17.0,406.0,,46.95000076293945,0.0,0.0,46.95000076293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,46.95000076293945,0.0,0.0,46.95000076293945
9411,25.0,269268,S,10385,399.0,150.0,american express,213.0,credit,126.0,87.0,,,optonline.net,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7414,226.0,238855,W,5133,555.0,150.0,visa,226.0,debit,325.0,87.0,,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
3771,200.0,158794,W,7508,321.0,150.0,visa,226.0,debit,428.0,87.0,,,,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,2.0,247.0,247.0,247.0,,,247.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
1509,352.86,134718,W,7768,225.0,150.0,mastercard,224.0,debit,325.0,87.0,33.0,gmail.com,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,96.0,96.0,96.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
263,385.78,90515,W,15066,170.0,150.0,mastercard,102.0,credit,264.0,87.0,0.0,yahoo.com,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
8382,500.0,252268,R,17396,321.0,150.0,visa,195.0,credit,299.0,87.0,,yahoo.com,yahoo.com,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8076,107.95,247609,W,12686,215.0,150.0,visa,226.0,debit,264.0,87.0,13.0,yahoo.com,,101.0,86.0,0.0,0.0,124.0,70.0,0.0,0.0,54.0,0.0,66.0,0.0,384.0,86.0,425.0,277.0,2.0,484.0,2.0,484.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,88.9000015258789,88.9000015258789,0.0,88.9000015258789
2344,509.36,145185,W,7585,553.0,150.0,visa,226.0,credit,204.0,87.0,5.0,gmail.com,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
248,50.0,90325,H,11660,555.0,150.0,visa,226.0,credit,181.0,87.0,,yahoo.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5653,53.95,179508,W,7919,194.0,150.0,mastercard,202.0,debit,299.0,87.0,14.0,yahoo.com,,193.0,171.0,0.0,0.0,143.0,128.0,0.0,0.0,122.0,0.0,141.0,0.0,488.0,153.0,155.0,155.0,0.0,0.0,,154.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,115.9000015258789,115.9000015258789,58.95000076293945,58.95000076293945
5537,87.0,177772,W,9480,476.0,150.0,visa,226.0,debit,476.0,87.0,,,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,179.0,179.0,0.0,0.0,0.0,179.0,179.0,179.0,0.0,0.0,0.0,,179.0,179.0,0.0,0.0
1631,300.0,136721,W,7919,194.0,150.0,mastercard,202.0,debit,181.0,87.0,,,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,26.0,22.0,0.0,,,26.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,875.0,300.0,300.0,436.0
50,117.0,87319,W,10045,114.0,150.0,visa,226.0,debit,299.0,87.0,16.0,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2750,35.648,149111,C,3154,408.0,185.0,mastercard,224.0,debit,,,,hotmail.com,hotmail.com,2.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,336.0,336.0,336.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
9893,107.95,309774,W,2220,420.0,150.0,mastercard,224.0,debit,143.0,87.0,0.0,yahoo.com,,115.0,92.0,0.0,0.0,127.0,73.0,0.0,0.0,72.0,0.0,80.0,0.0,492.0,90.0,64.0,,28.0,,,354.0,268.0,107.9499969482422,0.0,0.0,0.0,0.0,0.0,107.9499969482422,0.0,0.0,0.0,0.0,,107.9499969482422,0.0,0.0,0.0
1833,108.95,139655,W,9500,321.0,150.0,visa,226.0,debit,204.0,87.0,,gmail.com,,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,34.0,34.0,21.0,40.0,21.0,40.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,137.89999389648438,0.0,0.0,137.89999389648438
5826,52.95,183089,W,11839,490.0,150.0,visa,226.0,debit,512.0,87.0,21.0,gmail.com,,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,,,144.0,144.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2534,200.0,146961,W,16132,111.0,150.0,visa,226.0,debit,299.0,87.0,,yahoo.com,,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,38.0,38.0,0.0,,,413.0,,213.0,213.0,0.0,0.0,0.0,213.0,213.0,213.0,0.0,0.0,0.0,,332.0,272.0,59.0,119.0
1803,67.95,139282,W,7919,194.0,150.0,mastercard,202.0,debit,231.0,87.0,1.0,,,4.0,4.0,0.0,0.0,9.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,23.0,2.0,213.0,213.0,0.0,,,91.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,202.9499969482422,120.0,120.0,202.9499969482422
2492,30.0,146570,W,16709,275.0,150.0,mastercard,224.0,debit,264.0,87.0,,yahoo.com,,13.0,7.0,0.0,0.0,2.0,16.0,0.0,0.0,11.0,0.0,12.0,0.0,83.0,7.0,14.0,14.0,1.0,,,151.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3074.5,648.0,0.0,179.0
9030,244.97,262393,W,2616,327.0,150.0,discover,102.0,credit,126.0,87.0,12.0,yahoo.com,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,32.0,32.0,31.0,,,31.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
5805,35.95,182669,W,15484,418.0,150.0,visa,226.0,debit,225.0,87.0,7.0,gmail.com,,4.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,4.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
7228,59.0,236639,W,1618,360.0,150.0,mastercard,126.0,debit,204.0,87.0,8.0,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,42.0,42.0,1.0,42.0,15.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,110.0,59.0,0.0,51.0
5910,50.0,185186,W,10989,360.0,150.0,visa,166.0,debit,204.0,87.0,,outlook.com,,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,3.0,56.0,56.0,8.0,83.0,8.0,46.0,,137.94999694824222,0.0,0.0,137.94999694824222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,137.94999694824222,0.0,0.0,137.94999694824222
9214,167.0,265223,W,10847,302.0,150.0,visa,226.0,credit,325.0,87.0,,anonymous.com,,122.0,111.0,0.0,0.0,85.0,89.0,0.0,0.0,69.0,0.0,94.0,0.0,398.0,104.0,483.0,483.0,0.0,482.0,0.0,482.0,,527.0,527.0,167.0,360.0,360.0,0.0,167.0,167.0,0.0,0.0,0.0,,2635.0,1128.0,167.0,2275.0
3992,40.0,161236,H,16727,111.0,150.0,visa,226.0,credit,143.0,87.0,,yahoo.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7231,5.861,236673,C,15172,459.0,185.0,visa,226.0,credit,,,,hotmail.com,hotmail.com,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
4038,59.0,161682,W,7987,532.0,150.0,mastercard,224.0,debit,269.0,87.0,9.0,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
993,27.95,111885,W,12469,360.0,150.0,mastercard,166.0,debit,310.0,87.0,20.0,yahoo.com,,138.0,132.0,0.0,0.0,208.0,98.0,0.0,0.0,97.0,0.0,108.0,0.0,632.0,110.0,421.0,421.0,347.0,495.0,270.0,0.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
4993,23.987,171589,C,15257,375.0,185.0,mastercard,224.0,debit,,,,gmail.com,gmail.com,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,23.9867000579834,23.9867000579834,0.0,0.0
5662,30.0,179662,W,13481,445.0,150.0,mastercard,224.0,debit,325.0,87.0,,,,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,39.0,4.0,214.0,214.0,0.0,,,367.0,,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,,75.0,75.0,75.0,75.0
1660,40.0,137243,W,13089,194.0,150.0,mastercard,202.0,debit,272.0,87.0,,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,392.0,392.0,213.0,392.0,213.0,392.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
1393,25.0,132764,S,4141,404.0,150.0,mastercard,102.0,credit,330.0,87.0,,,yahoo.com,4.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,9.0,1.0,0.0,9.0,3.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9783,30.0,302635,W,5618,390.0,150.0,mastercard,224.0,debit,315.0,87.0,,yahoo.com,,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,1.0,122.0,122.0,1.0,,,51.0,,92.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,,192.0,192.0,92.0,192.0
7640,25.95,242153,W,7919,194.0,150.0,mastercard,166.0,debit,184.0,87.0,6.0,yahoo.com,,20.0,21.0,0.0,0.0,10.0,12.0,0.0,0.0,12.0,0.0,13.0,0.0,43.0,17.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
9049,125.0,262666,H,10486,514.0,150.0,mastercard,219.0,credit,204.0,87.0,,hotmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5885,26.95,184585,W,18132,567.0,150.0,mastercard,117.0,debit,204.0,87.0,,gmail.com,,7.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,5.0,0.0,5.0,0.0,11.0,7.0,0.0,,,0.0,,17.0,,48.95000076293945,0.0,0.0,48.95000076293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
7262,55.0,236984,W,2408,571.0,150.0,visa,226.0,debit,123.0,87.0,,yahoo.com,,5.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,4.0,0.0,28.0,5.0,484.0,484.0,13.0,485.0,13.0,485.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,142.0,0.0,0.0,142.0
5940,57.95,186113,W,7919,194.0,150.0,mastercard,166.0,debit,299.0,87.0,,,,135.0,120.0,0.0,0.0,155.0,102.0,0.0,0.0,87.0,0.0,102.0,0.0,479.0,109.0,153.0,153.0,20.0,,,396.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,33.919998168945305,0.0,0.0,33.919998168945305
9039,35.95,262470,W,12577,268.0,150.0,visa,166.0,debit,315.0,87.0,,,,3.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,12.0,2.0,379.0,379.0,0.0,,,357.0,,209.9499969482422,209.9499969482422,209.9499969482422,209.9499969482422,209.9499969482422,0.0,0.0,0.0,0.0,0.0,0.0,,339.9200134277344,209.9499969482422,209.9499969482422,339.9200134277344
7333,300.0,237783,W,14785,555.0,150.0,visa,226.0,debit,343.0,87.0,,gmail.com,,8.0,7.0,0.0,0.0,9.0,6.0,0.0,0.0,4.0,0.0,6.0,0.0,49.0,7.0,282.0,282.0,7.0,,,445.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,83.30999755859375,83.30999755859375,0.0,83.30999755859375
1068,169.95,116240,W,13481,199.0,150.0,mastercard,224.0,debit,330.0,87.0,211.0,,,95.0,80.0,0.0,0.0,84.0,82.0,0.0,0.0,59.0,0.0,71.0,0.0,487.0,81.0,224.0,212.0,3.0,,,497.0,455.0,235.0,5.0,0.0,235.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,235.0,5.0,0.0,235.0
274,222.0,90715,W,10112,360.0,150.0,visa,166.0,debit,512.0,87.0,,hotmail.com,,149.0,111.0,0.0,0.0,111.0,122.0,0.0,0.0,97.0,0.0,98.0,0.0,408.0,106.0,64.0,,63.0,88.0,63.0,93.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
3790,58.95,158997,W,12544,321.0,150.0,visa,226.0,debit,441.0,87.0,,yahoo.com,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,60.0,60.0,12.0,,,60.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,128.94999694824222,0.0,0.0,128.94999694824222
4613,130.0,167386,W,15368,543.0,150.0,mastercard,224.0,debit,264.0,87.0,,verizon.net,,3.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,14.0,3.0,207.0,207.0,36.0,,,473.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
5665,34.0,179692,W,6207,355.0,150.0,visa,166.0,debit,143.0,87.0,,gmail.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,390.0,390.0,369.0,,,390.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
4216,54.5,163124,W,6458,534.0,150.0,visa,226.0,debit,191.0,87.0,0.0,,,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,30.0,30.0,0.0,,,28.0,211.0,59.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,286.0,59.0,0.0,59.0
2615,100.0,147748,W,7919,194.0,150.0,mastercard,166.0,debit,126.0,87.0,,yahoo.com,,4.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,3.0,0.0,18.0,4.0,245.0,245.0,30.0,478.0,2.0,478.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
447,59.0,93861,W,12219,,150.0,visa,166.0,debit,441.0,87.0,214.0,yahoo.com,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
5648,19.153,179413,C,15885,545.0,185.0,visa,138.0,debit,,,,gmail.com,gmail.com,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
